0.1	1.1028	1401.6	-134.59	2.0394
0.10236	0.52043	739.37	-181.74	4.3386
0.10472	1.5121	876.38	-166.02	4.1496
0.10709	1.7009	2474.8	-303.54	3.8976
0.10945	0.63061	2178	-107.09	3.5197
0.11181	1.3704	2063.8	-24.575	2.5118
0.11417	1.3389	442.52	-217.1	3.6142
0.11654	0.2371	2520.5	-389.98	3.9291
0.1189	1.8898	2200.8	-52.079	2.6063
0.12126	0.58339	488.19	-244.61	3.2362
0.12362	0.53617	328.35	-287.83	1.2835
0.12598	1.7324	282.68	-346.76	2.7638
0.12835	1.3074	2840.2	-334.98	4.4016
0.13071	0.88245	2977.2	-91.37	2.1969
0.13307	1.9685	1561.4	-319.26	1.1575
0.13543	1.6065	1447.2	-185.67	1.5354
0.1378	0.59913	2703.1	-252.46	4.2756
0.14016	0.94541	1287.4	-405.7	3.7402
0.14252	1.2917	396.85	-150.31	2.9843
0.14488	1.6852	1492.9	-444.99	4.4961
0.14724	1.0241	1378.7	-56.008	3.6772
0.14961	1.276	1972.4	-272.11	1.8189
0.15197	0.22136	1584.3	-279.97	4.874
0.15433	0.41024	1127.6	-500	3.3307
0.15669	1.4019	2406.3	-480.35	3.2992
0.15906	0.26858	2040.9	-484.28	1.126
0.16142	1.5435	2589	-40.291	3.7717
0.16378	0.85097	1607.1	-362.48	1.315
0.16614	0.3945	785.04	-126.73	1.9449
0.1685	0.18988	465.35	-248.54	2.1339
0.17087	1.4334	2954.3	-221.03	1.5669
0.17323	0.92967	1538.6	-488.21	2.1024
0.17559	1.8111	2497.6	-83.512	3.9921
0.17795	0.48894	2566.1	-44.22	2.7953
0.18031	0.095441	1766.9	-87.441	3.5512
0.18268	0.01674	2383.5	-268.18	1.378
0.18504	0.03248	1789.8	-413.56	4.748
0.1874	1.7954	944.88	-393.91	4.5276
0.18976	0.04822	1629.9	-12.787	4.5906
0.19213	1.7639	2292.1	-382.13	1.6614
0.19449	0.91393	237.01	-264.25	1.4409
0.19685	0.81949	1652.8	-374.27	2.5433
0.19921	0.14266	922.05	-95.299	3.8661
